Title,Power,Type,Time,LocationLat,LocationLon
"Qinghai Gonghe 1000 MW ""Source/Grid/Load/Storage"" (Fushan) solar farm",700,Solar,2024,35.9868,100.2337
Cadiz City Solar Power Project,56,Solar,2025,10.8739,123.2496
"Qinghai Gonghe 1000 MW ""Source/Grid/Storage/Load"" (China Energy Investment) solar project",100,Solar,2024,36.3797,100.0053
NEOM Green Hydrogen solar farm,2000,Solar,2026,28.0001,35.1794
Hunan Guiyang Leipingzhen Qinglanxiang solar farm,300,Solar,2024,25.9785,112.7472
Shaanxi Wubu wind and solar farm with storage,100,Solar,2025,37.578,110.696
Olongapo solar farm,212,Solar,2025,14.8572,120.2983
Madargonj (RPCL) solar farm,140,Solar,2024,24.8378,89.6906
Nam Theun 2 solar farm,240,Solar,2024,17.9965,104.9539
PP-I solar farm,81,Solar,2024,12.9753,77.7258
Shandong Zhaoyuan Fushan Longwanggou solar farm,300,Solar,2024,37.4014,120.5637
Rizal Floating Solar Project,200,Solar,2026,8.6566,123.4217
South Sumatra solar farm,200,Solar,2024,-3.4497,104.6197
Terra solar farm,600,Solar,2026,14.001,121.001
Total-Artawi Solar PV Park,500,Solar,2024,30.5001,47.8001
Silay 2a Solar Power Project,30,Solar,2026,10.3003,123.8003
Sibline solar farm,15,Solar,2025,33.6221,35.441
Neepco Odisha solar farm,200,Solar,2024,20.7374,84.6893
Dầu Tiếng (Xuan Cau) solar farm,90,Solar,2025,11.4866,106.1982
Ta’anach solar farm,250,Solar,2024,32.6381,35.1964
Javed solar farm,"49,5",Solar,2024,34.6823,71.4284
Bukhara solar farm,250,Solar,2024,39.3045,64.0734
San Manuel (AboitizPower) Solar Power Plant,84,Solar,2026,15.1975,120.9936
Maragondon-Naic-Tanza 2 Solar Power Project,160,Solar,2025,14.3318,120.7703
Vajiralongkorn Dam solar farm,50,Solar,2027,14.7994,98.5967
Parbhani (Renew) solar farm,58,Solar,2025,19.2903,76.6029
Helios Green Ammonia solar farm,700,Solar,2026,24.7072,54.8167
San Ildefonso (Team Philippines) solar farm,44,Solar,2024,15.072,120.9496
Jiangsu Lianyun Meida Banqiao Fishery solar farm,100,Solar,2024,34.661,119.454
Padre Garcia II solar farm,1203,Solar,2026,13.8733,121.2402
Guizhou Liuzhi Special Zone Laohudaping solar farm,100,Solar,2024,26.5964,104.828
Jiangsu Dantu Baoyanzhen (Huarun) Agriculture solar farm,130,Solar,2024,32.1339,119.4284
Jaisalmer Manufacturing (Adani Group) solar farm,250,Solar,2024,26.6899,71.2766
Shindasan Energy solar farm,90,Solar,2025,34.501,126.719
Gamu (Pilipinas Faraday Energy) Solar Power Project,100,Solar,2025,16.7306,121.5407
Iba Palauig Solar Power Project,960,Solar,2024,15.3779,120.0391
Samarkand solar farm,220,Solar,2024,41.356,69.3689
Matarbari solar farm,50,Solar,2024,21.4157,91.5308
Bolbok 2 Solar Power Project,75,Solar,2024,15.1535,121.3182
Qinghai Delingha (China Guangdong Nuclear) Heating/Storage solar complex,800,Solar,2024,37.7743,96.7203
Guizhou Guanling Baiyan Agriculture solar farm,200,Solar,2024,25.9383,105.3569
Sapang Balen Solar 2 Power Project,93,Solar,2026,15.2254,120.5446
Sur Hydrogen Culster solar farm,1900,Solar,2030,22.5654,59.5058
Lal-lo Solar Power Project,95,Solar,2028,18.2001,121.662
Budai solar farm,150,Solar,2025,23.3776,120.1837
Jubail 3B Solar PV Plant,61,Solar,2024,27.0112,49.6582
Guizhou Guanling Zuanziyan Agriculture solar farm,200,Solar,2024,25.9209,105.4472
San Pablo (Solar Valley) Solar Power Project,79,Solar,2026,16.2948,120.8512
Taguig Floating Solar Power Project,200,Solar,2026,14.5141,121.0615
Chishtian solar farm,100,Solar,2024,29.746,72.8315
Ixus Bugallon Solar Power Project,275,Solar,2026,16.3735,121.3939
Ecosys-Kaco solar farm,15,Solar,2025,33.6278,35.8499
Shuaibah 2 solar farm,2060,Solar,2025,25.6243,42.3528
Jiangxi Nanchang Youlan Dutou solar farm,40,Solar,2024,28.5451,115.9464
Jaisalmer Manufacturing (Adani Group) solar farm,250,Solar,2025,26.6899,71.2766
Gazaria solar farm,50,Solar,2024,23.5803,90.6407
Damascus Solar,300,Solar,2024,33.3653,36.1092
Hubei Jianli Gongchang Fenyan solar farm,300,Solar,2024,30.0074,113.071
Brunei PV solar farm,30,Solar,2025,4.9451,114.9729
Shandong Binzhou Zhanhua (Runhua) solar farm,200,Solar,2024,37.7002,118.1162
Batam Bintan Karimun solar farm,1000,Solar,2024,1.1217,104.4361
Tarlac (AboitizPower) Solar Power Project,44,Solar,2026,15.5202,120.3886
Maragondon-Naic 1 Solar Power Project,100,Solar,2025,14.3318,120.7703
Sapang Balen Solar 2 Power Project,93,Solar,2024,15.231,120.5447
Cabangan Solar Project,44,Solar,2025,15.2058,120.0312
Terra solar farm,250,Solar,2027,14.001,121.001
Gds-Et-Nabatiyeh solar farm,15,Solar,2025,33.3865,35.4603
Vực Mấu solar farm,200,Solar,2024,19.2969,104.8917
Xinjiang Hami Shichengzi 1000 MW solar power plant,100,Solar,2024,43.0359,93.5852
Rajgarh Amazon Hybrid solar farm,150,Solar,2024,22.6513,75.0488
Narita International Airport solar farm,105,Solar,2045,35.7702,140.3843
Sampur Solar Power Project,50,Solar,2025,8.4824,81.2983
Yunnan Weishan Qingshan solar farm,50,Solar,2024,25.3372,100.1393
Jaisalmer Manufacturing (Adani Group) solar farm,250,Solar,2024,26.6899,71.2766
Armenia II Solar Power Plant,35,Solar,2024,15.4585,120.6381
South Power solar farm,15,Solar,2025,33.3126,35.4134
Barmer (Sprng) solar farm,200,Solar,2024,25.7649,71.4014
Santa Rita Solar Power Project,38,Solar,2024,14.805,120.363
Sazagan solar farm,500,Solar,2024,39.6308,66.0581
Qinghai Delingha (China Guangdong Nuclear) Heating/Storage solar complex,200,Solar,2024,37.369,97.151
San Manuel Solar Power Project,56,Solar,2024,16.0644,120.6682
Mesaieed Solar Plant,417,Solar,2024,24.9817,51.5524
Energy Development Oman solar farm,2000,Solar,2030,19.6365,57.6745
Santa Solar Power Project,20,Solar,2025,16.3229,120.3647
Jaisalmer Manufacturing (Adani Group) solar farm,250,Solar,2024,26.9104,70.9104
NLC CPSU Scheme Phase-II solar plant,300,Solar,2024,28.018,73.3033
Bhumibol Dam solar farm,300,Solar,2030,17.2426,98.9717
Ampara solar farm,25,Solar,2030,7.3049,81.6676
Jiangxi Xiangdong District Ash Field solar farm,80,Solar,2024,27.5309,113.7029
Magat Floating Solar Power Project,54,Solar,2026,16.952,121.4896
Zhejiang Wenling Shitang Fishery solar farm,225,Solar,2026,28.2947,121.5797
Pampanga Solar Power Project,60,Solar,2025,15.1102,120.6362
Rajasthan (NHPC) solar plant,300,Solar,2024,26.6345,73.9344
Raipura solar farm,120,Solar,2025,23.9913,90.8732
Inner Mongolia Ordos Yijinhuoluo Wind/Solar/Hydrogen/Ammonia complex,50,Solar,2024,39.2438,109.8254
Batangas solar farm,340,Solar,2024,14.0315,120.7279
Jaisalmer Manufacturing (Adani Group) solar farm,250,Solar,2025,27.4374,71.2642
Limbauan Solar Power Project,20,Solar,2024,16.7306,121.5407
Mohammed Bin Rashid Al Maktoum Solar Park,183,Solar,2024,24.767,55.3679
Jaisalmer Manufacturing (Azure Power) solar farm,125,Solar,2024,26.6899,71.2766
Sagarkandi solar farm,65,Solar,2024,23.9421,89.4206
Guizhou Guanling Yujiazhai solar farm,200,Solar,2024,25.9305,105.4905
Bigeum Residents' Solar Power Plant,200,Solar,2024,34.7679,125.9909
Xinjiang Zepu County Desert control solar farm,800,Solar,2024,38.049,77.123
Soorya Bala Sangramaya Distributed solar farm,800,Solar,2025,7.5555,80.7138
Shandong Dong'e Cairun solar farm,50,Solar,2024,36.3354,116.2468
Talugtug Solar Power Project,100,Solar,2025,15.7136,120.9019
Jaisalmer Manufacturing (Azure Power) solar farm,125,Solar,2024,26.6899,71.2766
Hunan Yueyang Huangshajiezhen Dajincun solar farm,60,Solar,2024,29.0186,113.1309
Sazagan solar farm,500,Solar,2024,39.6308,66.0581
Jaisalmer Manufacturing (Adani Group) solar farm,250,Solar,2025,27.4374,71.2642
Đầm Nước Mặn solar farm,50,Solar,2024,15.1001,108.8001
San Jose del Monte Solar Power Project,64,Solar,2025,14.8147,121.0731
Shandong Shouguang Weifeng II Wind Storage And solar plant,450,Solar,2025,36.8951,118.8096
Xuyên Hà solar farm,130,Solar,2026,12.2071,107.5315
Bhumibol Dam solar farm,320,Solar,2033,17.2426,98.9717
Sta. Barbara 1 Solar Power Project,90,Solar,2024,16.5949,121.9029
Sichuan Ngawa Chali solar farm,250,Solar,2024,32.7388,102.0563
Jaisalmer Manufacturing (Adani Group) solar farm,250,Solar,2024,26.6899,71.2766
Jaisalmer Manufacturing (Azure Power) solar farm,125,Solar,2024,26.6899,71.2766
San Roque Solar Power Project,152,Solar,2027,16.0994,120.6715
Arayat Solar Power Project,48,Solar,2026,15.183,120.7218
Jaisalmer Manufacturing (Adani Group) solar farm,250,Solar,2024,26.6899,71.2766
Valle Andaluz Green Hydrogen solar farm,100,Solar,2026,37.2298,-6.8958
Casas de Don Pedro solar farm,30,Solar,2024,39.0146,-3.3721
Rivera solar farm,"419,9",Solar,2024,37.3835,-6.8368
Elysium agrivoltaic solar farm,50,Solar,2025,52.516,13.4079
Castilla y León Hybrid solar farm,125,Solar,2024,40.6579,-4.6843
Sunnica Energy Farm Solar,250,Solar,2025,52.3247,0.4829
Arad County solar farm,1044,Solar,2025,46.1835,21.3156
Tauragė solar farm,22,Solar,2024,55.1864,22.0717
Laaneranna solar farm,70,Solar,2024,58.5987,23.916
Santiago Do Cacem solar farm,285,Solar,2025,38.7155,-9.1234
Ravenna Floating solar farm,100,Solar,2025,44.4519,12.3071
Sunnica Energy Farm Solar,250,Solar,2025,52.3247,0.4829
Arla solar farm,62,Solar,2024,55.6702,10.3333
Casas de Don Pedro solar farm,"39,2",Solar,2024,39.0146,-3.3721
Nogaiskaya solar farm,60,Solar,2024,44.4515,45.9101
Maple Hill solar farm,92,Solar,2024,58.245,16.0572
Divor Solar,257,Solar,2024,38.393,-7.9652
Utajärvi solar farm,80,Solar,2024,64.7686,26.4326
Morava solar farm,45,Solar,2027,44.2197,21.1651
Wrzosów solar farm,32,Solar,2024,51.1095,23.4225
Srebrzyszcze solar farm,60,Solar,2024,51.1522,23.5387
Isalnita (SE Oltenia) solar farm,75,Solar,2024,44.4491,23.8688
Abagaituiskaya solar farm,120,Solar,2024,49.7099,117.8802
Dos Grados solar farm,126,Solar,2024,39.5679,-8.3807
Rodonas solar farm,"55,7",Solar,2024,40.6444,21.6508
Castilla Y León solar farm,225,Solar,2026,40.6565,-4.7002
El Refugio solar farm,125,Solar,2024,40.1128,-4.2125
Michalitsi solar farm,"219,2",Solar,2024,41.1016,22.7001
Garrenleen solar farm,81,Solar,2025,52.8373,-6.9166
El Casar solar farm,322,Solar,2024,40.7098,-3.4068
Manzanares solar farm,42,Solar,2024,38.9964,-3.3847
Tena solar farm,50,Solar,2024,37.3544,-5.8173
Isalnita (Omv) solar farm,111,Solar,2024,44.4491,23.8688
Mauxhall solar farm,44,Solar,2024,52.5187,-0.7717
Sabinar Hive solar farm,135,Solar,2024,39.5465,-2.0874
Kleszczów solar farm,50,Solar,2024,51.2282,19.2948
Aprilia Solar Plaus solar farm,60,Solar,2024,41.56,12.63
Jeziórko solar farm,53,Solar,2024,49.9927,22.1771
Lužine solar farm,26,Solar,2024,44.2291,15.5766
Amazon Antilia solar farm,40,Solar,2024,41.2244,-3.9954
Viterbo 2 (Enfinity) solar farm,37,Solar,2024,42.4211,12.1005
Kima Solar Farm,50,Solar,2024,43.8869,20.4952
Alhendín solar farm,56,Solar,2024,37.1774,-3.5937
Vakouphi solar farm,"240,8",Solar,2024,40.8772,22.721
Arla solar farm,62,Solar,2024,55.6702,10.3333
Castilla-La Mancha (Cespa) solar farm,"133,3",Solar,2025,39.3543,-3.0654
Medebridge solar farm,70,Solar,2024,51.5106,0.2919
Valladolid (Sonnedix) solar farm,112,Solar,2024,41.6426,-4.734
Castilla-La Mancha (Cespa) solar farm,"133,3",Solar,2025,39.3543,-3.0654
TDC Community solar farm,80,Solar,2025,53.6288,-8.1893
Adolfo Suárez Madrid-Barajas Airport solar farm,120,Solar,2026,40.4984,-3.5676
Castilla y León Hybrid solar farm,60,Solar,2025,40.6579,-4.6843
Twin Rivers solar farm,24,Solar,2024,-35.1145,173.3304
Kimberley Hydrogen Project solar farm,900,Solar,2028,-15.7982,128.7945
Bunnythorpe solar farm,20,Solar,2024,-40.1059,175.6118
Myrtle Creek solar farm,100,Solar,2024,-29.0887,152.9517
Wellington North solar farm,425,Solar,2024,-32.3745,149.2211
Gladstone Abattoir solar farm,78,Solar,2025,-23.8444,151.0466
Pilbara Generation Project solar farm,150,Solar,2024,-24.2071,118.0649
Edenvale Solar Park,204,Solar,2024,-26.9365,150.5845
Australia-Asia Power Link solar farm,1750,Solar,2030,-18.1995,133.3925
Goulburn River solar farm,550,Solar,2026,-32.2821,150.1072
Sunshine Harlin solar farm,500,Solar,2025,-26.9506,152.4154
Culcairn solar farm,350,Solar,2025,-35.6967,146.973
Sunshine Harlin solar farm,500,Solar,2025,-26.9506,152.4154
Burdekin solar farm,140,Solar,2026,-19.7969,146.1855
Red Cliffs solar farm,71,Solar,2026,-34.3621,142.1691
Bluewater solar farm,80,Solar,2024,-19.1407,146.5044
Munna Creek solar farm,120,Solar,2024,-25.8778,152.4357
Forest Glen solar farm,90,Solar,2024,-32.2701,148.4719
Gregadoo Solar,43,Solar,2024,-35.2767,147.7368
Morwell solar farm,70,Solar,2024,-38.2503,146.3977
Merriwa Energy Hub solar farm,550,Solar,2027,-31.1631,146.1302
Derby solar farm,95,Solar,2024,-36.6442,144.0135
Monaro solar farm,100,Solar,2024,-35.9907,149.1064
Prairie solar farm,240,Solar,2027,-36.2098,144.2327
Aperture Green Power wind farm,50,Wind,2024,-1.108396655,36.6446346
Lüderitz Wind Power Plant,50,Wind,2025,-26.4872,15.1013
Ehoala wind farm,12,Wind,2024,-25.0667,46.9635
Al Koudia wind farm,200,Wind,2024,35.8184,-5.4538
Chibia wind farm,48,Wind,2030,-15.5324,13.7108
Trakas wind farm,140,Wind,2024,-33.0813,21.4371
STEG wind farm,75,Wind,2025,33.42837,9.516819
Waaihoek wind farm,140,Wind,2024,-28.5724,30.1447
Dakhla wind farm,40,Wind,2024,24.1797,-13.7668
Mussende wind farm,44,Wind,2036,-10.4941,16.1064
Tarka wind farm,250,Wind,2025,14.9531,5.0184
Mpumalanga Coal Mine wind farm,155,Wind,2025,-26.08554504,30.00301781
Total Eren-Guelmim-Oued Noun wind farm,5000,Wind,2027,28.9884,-10.0508
Assela wind farm,150,Wind,2025,8.1726,39.2017
Chenenni wind farm,75,Wind,2027,32.914418,10.277227
San Kraal wind farm,140,Wind,2024,-29.7853,18.4065
Phezukomoya wind farm,140,Wind,2024,-31.2525,24.9523
STEG wind farm,75,Wind,2025,33.42837,9.516819
Morocco-UK wind farm,3500,Wind,2030,28.5274,-10.0316
Calenga wind farm,84,Wind,2024,-12.954,15.4423
STEG wind farm,75,Wind,2025,33.42837,9.516819
Miombo Hewani wind farm,200,Wind,2025,-8.631,34.8109
Empire wind farm,816,Wind,2026,40.3608,-73.4662
Solano Wind Project,92,Wind,2024,38.0908,-121.828
Benjamins Mill wind farm,150,Wind,2024,44.891331,-64.269366
Goose Creek wind farm,300,Wind,2024,40.1866,-88.5608
Kitty Hawk wind farm,800,Wind,2026,36.406,-75.3222
Chokecherry And Sierra Madre Wind Energy Project,750,Wind,2028,41.6831,-107.2001
Sand Hill wind farm,80,Wind,2025,37.7697,-121.596
Pedro Avelino wind farm,102,Wind,2024,-5.5219,-36.385
Vento Tupi Offshore wind farm,999,Wind,2028,-2.7333,-41.5838
Camocim Offshore wind farm,1200,Wind,2028,-2.8135,-40.9688
Higgins Mountain wind farm,100,Wind,2025,45.550851,-63.577022
Toabré wind farm,22,Wind,2024,8.6286,-80.3501
Livingston wind farm,255,Wind,2025,37.6632,-88.9841
Yaguaro wind farm,90,Wind,2026,10.87259388,-74.97512232
Vientos De Bolívar wind farm,150,Wind,2025,10.6524,-75.2707
Poplar Camp wind farm,72,Wind,2025,36.8366,-80.8752
Presa Nueva wind farm,"201,4",Wind,2025,25.7006,-99.239
Forty Mile wind farm,120,Wind,2025,49.6431,-111.3485
EDF Serra Do Seridó wind farm,44,Wind,2024,-6.9613,-36.7859
Crosby County wind farm,150,Wind,2025,33.7137,-101.434
Wagon Wheel Wind,600,Wind,2025,36.3283,-97.8216
Maravilha Offshore wind farm,3000,Wind,2027,-21.7826,-40.6696
Badger wind farm,252,Wind,2025,46.2169,-99.5983
Juramento wind farm,186,Wind,2024,-18.4829,-44.1726
Cefiro wind farm (Peru),366,Wind,2026,-14.18263979,-75.71298296
Pedra Grande Offshore wind farm,624,Wind,2029,-5.0493,-35.6549
Ocean (Ørsted) wind farm,1215,Wind,2024,39.1214,-74.2462
Barlovento 3 offshore wind farm,50,Wind,2034,11.87869228,-72.3663717
Atlantic Shores South Wind Project,1510,Wind,2027,39.0954,-74.4387
Highland Park Project wind farm,181,Wind,2024,39.7353,-105.649
Prairie Violet Wind,135,Wind,2026,41.037,-89.227
Pampa Yolanda Hybrid wind farm,388,Wind,2025,-25.2602,-69.7004
Forged Ethic Wind Energy Project,323,Wind,2024,35.6269,-111.7823
Barlovento 4 offshore wind farm,50,Wind,2034,11.87869228,-72.3663717
Águas Claras Offshore wind farm,3000,Wind,2027,-29.7797,-49.9085
Sento Se wind farm,425,Wind,2024,-11.6126,-40.657
Wedgeport wind farm,80,Wind,2025,43.72764,-66.014932
Cherrepe wind farm,"142,5",Wind,2025,-7.001970555,-79.69982323
Heritage Prairie Wind,500,Wind,2025,40.9474,-88.3096
General Levalle wind farm,155,Wind,2024,-34.00854899,-63.92335037
Carpenter wind farm,198,Wind,2025,40.7592,-87.1653
Chokecherry And Sierra Madre Wind Energy Project,750,Wind,2029,41.6831,-107.2001
Red Rock wind farm,200,Wind,2025,49.69942,-110.860811
Penonomé wind farm,"51,8",Wind,2025,8.4606,-80.3584
Moscow Wind,59,Wind,2024,45.1186,-69.8721
Punta Lomitas wind farm,"192,2",Wind,2024,-14.6517,-75.9008
Vientos de Mochica wind farm,220,Wind,2026,-6.710901981,-79.91170275
Caravelí wind farm,"219,6",Wind,2026,-15.3965,-74.937
Colibrí wind farm,92,Wind,2024,5.4969,-73.6253
Barranquilla offshore wind farm,350,Wind,2026,11.06439001,-74.86658188
Wakuaipa 200 Mw wind farm,200,Wind,2024,11.9917,-71.6769
Agreste Potiguar wind farm,36,Wind,2024,-5.3842,-36.1097
Fox Meadows wind farm,165,Wind,2026,52.565176,-110.460769
Rhodena wind farm,100,Wind,2025,45.779743,-61.42461
Two Rivers Wind Facility,280,Wind,2024,44.2806,-87.5369
Ellershouse wind farm,66,Wind,2025,44.903583,-64.051566
Huascar wind farm,300,Wind,2025,-5.1801,-80.6563
Martinsdale wind farm,80,Wind,2024,46.5045,-110.2201
Bull Run Wind Energy Center,449,Wind,2027,44.9124,-73.8146
Cerro Chocan wind farm,"211,2",Wind,2024,-5.2021,-80.9549
Community Offshore Wind,3000,Wind,2030,39.6731,-73.5071
Vilas Wind Power Complex,187,Wind,2024,-5.1708,-37.0394
Cone Renewable Energy Project wind farm,150,Wind,2025,33.8093,-101.342
MarWin wind farm,300,Wind,2025,38.3515,-74.3705
Norteño wind farm,"131,1",Wind,2025,-7.001970555,-79.69982323
Bayóvar wind farm,250,Wind,2026,-5.5635,-80.819
SouthCoast Wind,804,Wind,2028,40.7547,-70.4216
Smoky River wind farm,160,Wind,2026,55.89911,-117.051491
North Slope wind farm,50,Wind,2026,44.8919,-73.9425
Coxilha Negra wind farm,"96,6",Wind,2024,-30.82125791,-55.53104908
Rolling Upland wind farm,71,Wind,2028,42.5246,-75.2774
Ventos Do Atlântico Offshore wind farm,5009,Wind,2029,-22.1847,-40.9432
Cascadia Offshore Wind Project,2000,Wind,2029,46.6972,-124.4351
Ta'Teh Topah wind farm,450,Wind,2024,45.0826,-100.891
Chickasaw wind farm,200,Wind,2024,43.2752,-92.3262
King Pine wind farm,1000,Wind,2029,46.8605,-68.0139
El Ahumado wind farm,50,Wind,2024,11.0614,-73.0514
Lava Ridge wind farm,1000,Wind,2024,42.7734,-114.118
Loma Verde wind farm,"173,6",Wind,2025,-41.2189,-73.1855
Baron Winds Farm,113,Wind,2024,42.4399,-77.5298
Aroeira wind farm,47,Wind,2024,-12.5779,-38.0049
Coxilha Negra wind farm,"100,8",Wind,2024,-30.82125791,-55.53104908
Motosira wind farm,300,Wind,2026,11.71522331,-72.26364088
Sopros do Ceará Offshore wind farm,3000,Wind,2029,-2.9066,-38.9909
Jawbone Wind Project,80,Wind,2024,46.5081,-109.728
Flat Ridge wind farm,135,Wind,2025,37.3879,-98.0303
Hecate Strait Offshore wind farm,400,Wind,2026,53.1832,-130.831
Wayra wind farm (Chile),416,Wind,2024,-25.4067,-70.4798
Canisteo wind farm,291,Wind,2026,42.1438,-77.5969
Dividivi wind farm,150,Wind,2024,11.9917,-71.6769
Chilocco wind farm,169,Wind,2024,36.9786,-97.0806
Apotolorru wind farm,75,Wind,2025,11.9917,-71.6769
Beaver Creek (Caithness) Wind Farms,60,Wind,2025,45.9051,-109.4121
High Point wind farm,212,Wind,2024,42.3914,-89.8651
Sopros de Rio de Janeiro Offshore wind farm,3000,Wind,2029,-23.0694,-43.3939
Babilônia Centro wind farm,554,Wind,2025,-10.96954948,-41.22836995
Asa Branca Offshore wind farm,720,Wind,2025,-2.985,-39.6479
Water Valley Wind Energy,180,Wind,2026,31.6112,-100.813
Bull Trail wind farm,270,Wind,2024,49.8446,-110.2801
Kappa wind farm,500,Wind,2024,11.9917,-71.6769
Ponderosa Wind Energy Center,100,Wind,2024,36.589452,-100.8037
Guajira wind farm,"414,4",Wind,2024,11.3804,-72.2256
Rock Creek Wind Project,590,Wind,2024,41.5967,-105.9325
Delta wind farm,185,Wind,2024,34.4692,-90.3927
Votu Winds Offshore wind farm,480,Wind,2029,-21.2018,-40.6209
Buffalo Plains wind farm,494,Wind,2024,50.3646,-112.7201
Bekevar wind farm,200,Wind,2024,50.0079,-102.5657
Bison Meadows Wind And Storage Project,200,Wind,2026,41.7142,-89.3287
New England Aqua Ventus wind farm,12,Wind,2024,43.9168,-69.1266
Rosa wind farm,400,Wind,2026,-5.982484849,-79.75142962
Jangada Offshore wind farm,3000,Wind,2029,-3.0154,-39.2664
Guangdong Shantou Zhongpeng Area 1 Offshore wind farm,1000,Wind,2025,23.2765,117.3051
Okdong Wind Power Plant,53,Wind,2025,37.8218,128.2202
Shan wind farm,950,Wind,2031,21.86605347,98.03
Yeosu Dado Offshore Wind Power Plant,376,Wind,2031,34.491,127.607
Goheung Sisan Offshore Wind Power Plant,352,Wind,2029,34.3701,127.3194
Abukuma wind power plant,37,Wind,2025,38.1016,140.8324
BP Oman-Dhofar wind farm,1750,Wind,2030,19.636943,57.68
Yokjido (Vena Energy) wind farm,384,Wind,2028,34.585,128.2468
Noshiro-Yamamoto Regional wind farm,"96,6",Wind,2024,39.7643,140.0849
Sulawesi Tersebar wind farm,70,Wind,2026,-1.8684,120.48
Fukushima Demo floating wind farm,15,Wind,2027,37.31939242,141.0426749
Asia Đắk Song 1 wind farm,50,Wind,2024,12.28941244,107.62
Phu Cuong Soc Trang Offshore wind farm,200,Wind,2026,9.2501,105.92
Kellia wind farm,16,Wind,2024,34.9756,33.6222
Yeosu Samsan wind farm,320,Wind,2027,34.2367,127.3975
Guangdong Zhanjiang Xuwen Offshore wind farm,300,Wind,2024,20.571411,110.55527
Gimcheon wind power plant,25,Wind,2025,36.2103,128.097
